location,region,location_uk,location_ru,eng_oblast,eng_region,location_en,location_en_ru,russian_new
Новопостроїне,Сумська область,Новопостроїне,Новопостроїне,Sumy Oblast,Sumy Region,Novopostroine,Novopostroїne,Новопостроино
Оленинське,Сумська область,Оленинське,Оленинське,Sumy Oblast,Sumy Region,Olenynske,Oleninske,Оленинское
Олешня,Сумська область,Олешня,Олешня,Sumy Oblast,Sumy Region,Oleshnia,Oleshnya,Олешня
Овчеренки,Сумська область,Овчеренки,Овчеренки,Sumy Oblast,Sumy Region,Ovcherenky,Ovcherenki,Овчеренки
Озера,Сумська область,Озеро,Озеро,Sumy Oblast,Sumy Region,Ozera,Ozero,Озеро
Пасіки,Сумська область,Пасіки,Пасеки,Sumy Oblast,Sumy Region,Pasiky,Paseki,Пасеки
Перелуг,Сумська область,Перелуг,Перелуг,Sumy Oblast,Sumy Region,Pereluh,Perelug,Перелуг
Підлозіівка,Сумська область,Підлозіівка,Подлозиевка,Sumy Oblast,Sumy Region,Pidloziivka,Podlozievka,Подлозиевка
Пионер,Сумська область,Піонер,Пионер,Sumy Oblast,Sumy Region,Pyoner,Pioner,Пионер
Пластюки,Сумська область,Пластюки,Хлопья,Sumy Oblast,Sumy Region,Plastiuky,Khlopya,Пластюки
Поділ,Сумська область,Поділ,Разделение,Sumy Oblast,Sumy Region,Podil,Razdelenie,Подол
Пологи,Сумська область,Пологий,Отлогий,Sumy Oblast,Sumy Region,Polohy,Otlogiy,Отлогий
Попелівщина,Сумська область,Попелівщина,Попелівщина,Sumy Oblast,Sumy Region,Popelivshchyna,Popelіvshchina,Попеловщина
П'яткине,Сумська область,П'єр яткине,Пьер яткине,Sumy Oblast,Sumy Region,Piatkyne,Per yatkine,Пьер яткине
Пилівка,Сумська область,Пилівка,Пиловка,Sumy Oblast,Sumy Region,Pylivka,Pilovka,Пиловка
Розсохувате,Сумська область,Розсохувате,Розсохувате,Sumy Oblast,Sumy Region,Rozsokhuvate,Rozsokhuvate,Розсохувате
Рубаны,Сумська область,Рубати,Рубить,Sumy Oblast,Sumy Region,Rubany,Rubit,Рубати
Рибальське,Сумська область,Рибальське,Рыбацкое,Sumy Oblast,Sumy Region,Rybalske,Rybatskoe,Рыбальское
Риботень,Сумська область,Риботень,Риботень,Sumy Oblast,Sumy Region,Ryboten,Riboten,Риботень
Садки,Сумська область,Садка,Садка,Sumy Oblast,Sumy Region,Sadky,Sadka,Садка
Шабалтаїве,Сумська область,Шабалтаїве,Шабалтаево,Sumy Oblast,Sumy Region,Shabaltaive,Shabaltaevo,Шабалтаево
Шолудьки,Сумська область,Шолудьки,Шолудьки,Sumy Oblast,Sumy Region,Sholudky,Sholudki,Шолудьки
Скелька,Сумська область,Скелька,Скелька,Sumy Oblast,Sumy Region,Skelka,Skelka,Скелька
Сонячне,Сумська область,Сонячне,Солнечное,Sumy Oblast,Sumy Region,Soniachne,Solnechnoe,Солнечное
Сосонка,Сумська область,Сосонка,Сосенка,Sumy Oblast,Sumy Region,Sosonka,Sosenka,Сосенка
Стара Іванівка,Сумська область,Стара Іванівка,Старая Ивановка,Sumy Oblast,Sumy Region,Stara Ivanivka,Staraya Ivanovka,Старая Ивановка
Украинка,Сумська область,Українка,Украинка,Sumy Oblast,Sumy Region,Ukraynka,Ukrainka,Украинка
Вербове,Сумська область,Вербове,Ивовое,Sumy Oblast,Sumy Region,Verbove,Ivovoe,Вербове
Веселый Гай,Сумська область,Веселий Гай,Веселый Гай,Sumy Oblast,Sumy Region,Veselyi Hai,Veselyy Gay,Веселый Гай
Восьме Березня,Сумська область,Восьме Березня,Восьмое Марта,Sumy Oblast,Sumy Region,Vosme Bereznia,Vosmoe Marta,Восьмое Марта
Всадки,Сумська область,Всадки,Всадки,Sumy Oblast,Sumy Region,Vsadky,Vsadki,Всадки
Ясенове,Сумська область,Ясенове,Ясенево,Sumy Oblast,Sumy Region,Yasenove,Yasenevo,Ясенево
Закаблуки,Сумська область,Закаблуки,Закаблуки,Sumy Oblast,Sumy Region,Zakabluky,Zakabluki,Закаблуки
Залісне,Сумська область,Залісне,Залесное,Sumy Oblast,Sumy Region,Zalisne,Zalesnoe,Залесное
Жолоби,Сумська область,Жолоби,Желоба,Sumy Oblast,Sumy Region,Zholoby,Zheloba,Жолоби
Журавне,Сумська область,Журавне,Журавне,Sumy Oblast,Sumy Region,Zhuravne,Zhuravne,Журавне
Білогалиця,Сумська область,Білогалиця,Белогалица,Sumy Oblast,Sumy Region,Bilohalytsia,Belogalitsa,Белогалица
Бобине,Сумська область,Бобіна,Бобина,Sumy Oblast,Sumy Region,Bobyne,Bobina,Бобина
Бояро-Лежачі,Сумська область,Бояро-Лежачі,Бояро-Лежачие,Sumy Oblast,Sumy Region,Boiaro-Lezhachi,Boyaro-Lezhachie,Бояро-Лежачие
Бруски,Сумська область,Брусок,Брусок,Sumy Oblast,Sumy Region,Brusky,Brusok,Брусок
Бунякине,Сумська область,Бунякине,Бунякине,Sumy Oblast,Sumy Region,Buniakyne,Bunyakine,Бунякине
Бувалине,Сумська область,Бувалине,Бывалино,Sumy Oblast,Sumy Region,Buvalyne,Byvalino,Бывалино
Чаплищі,Сумська область,Чаплищі,Чаплищи,Sumy Oblast,Sumy Region,Chaplyshchi,Chaplishchi,Чаплищи
Червоне Озеро,Сумська область,Червоне Озеро,Красное Озеро,Sumy Oblast,Sumy Region,Chervone Ozero,Krasnoe Ozero,Червоное Озеро
Чорнобривкине,Сумська область,Чорнобривкине,Бархаткино,Sumy Oblast,Sumy Region,Chornobryvkyne,Barkhatkino,Чернобривкине
Щекино,Сумська область,Щекино,Щекино,Sumy Oblast,Sumy Region,Shchekyno,Shchekino,Щекино
Щербинівка,Сумська область,Щербинівка,Щербиновка,Sumy Oblast,Sumy Region,Shcherbynivka,Shcherbinovka,Щербиновка
Дорошівка,Сумська область,Дорошівка,Дорошевка,Sumy Oblast,Sumy Region,Doroshivka,Doroshevka,Дорошевка
Голубкове,Сумська область,Голубкове,Голубкове,Sumy Oblast,Sumy Region,Holubkove,Golubkove,Голубкове
Харівка,Сумська область,Харівка,Харовка,Sumy Oblast,Sumy Region,Kharivka,Kharovka,Харовка
Ховзівка,Сумська область,Ховзівка,Ховзовка,Sumy Oblast,Sumy Region,Khovzivka,Khovzovka,Ховзовка
Іллінське,Сумська область,Іллінське,Ильинское,Sumy Oblast,Sumy Region,Illinske,Ilinskoe,Ильинское
Іванівське,Сумська область,Іванівське,Ивановское,Sumy Oblast,Sumy Region,Ivanivske,Ivanovskoe,Ивановское
Кагань,Сумська область,Кагань,Кагань,Sumy Oblast,Sumy Region,Kahan,Kagan,Кагань
Кардаші,Сумська область,Кардаш,Кардаш,Sumy Oblast,Sumy Region,Kardashi,Kardash,Кардаш
Князівка,Сумська область,Князівка,Княжевка,Sumy Oblast,Sumy Region,Kniazivka,Knyazhevka,Княжевка
Кочерги,Сумська область,Кочерга,Кочерга,Sumy Oblast,Sumy Region,Kocherhy,Kocherga,Кочерга
Корольки,Сумська область,Корольок,Королек,Sumy Oblast,Sumy Region,Korolky,Korolek,Королек
Котівка,Сумська область,Котівка,Котовка,Sumy Oblast,Sumy Region,Kotivka,Kotovka,Котовка
Козаче,Сумська область,Козаче,Козаче,Sumy Oblast,Sumy Region,Kozache,Kozache,Козаче
Козлівка,Сумська область,Козлівка,Козловка,Sumy Oblast,Sumy Region,Kozlivka,Kozlovka,Козловка
Кубареве,Сумська область,Кубареве,Кубареве,Sumy Oblast,Sumy Region,Kubareve,Kubareve,Кубареве
Курдюмове,Сумська область,Курдюмове,Курдюмове,Sumy Oblast,Sumy Region,Kurdiumove,Kurdyumove,Курдюмове
Латишівка,Сумська область,Латишівка,Латышевка,Sumy Oblast,Sumy Region,Latyshivka,Latyshevka,Латышевка
Линове,Сумська область,Линове,Линове,Sumy Oblast,Sumy Region,Lynove,Linove,Линове
Мачулища,Сумська область,Мачулища,Мачулища,Sumy Oblast,Sumy Region,Machulyshcha,Machulishcha,Мачулища
Малушине,Сумська область,Малушине,Малушино,Sumy Oblast,Sumy Region,Malushyne,Malushino,Малушино
Манухівка,Сумська область,Манухівка,Манухівка,Sumy Oblast,Sumy Region,Manukhivka,Manukhіvka,Мануховка
Мазівка,Сумська область,Мазівка,Мазівка,Sumy Oblast,Sumy Region,Mazivka,Mazіvka,Мазовка
Мінакове,Сумська область,Мінакове,Мінакове,Sumy Oblast,Sumy Region,Minakove,Mіnakove,Минаково
Мишутине,Сумська область,Мишутине,Мишутино,Sumy Oblast,Sumy Region,Myshutyne,Mishutino,Мишутино
Нова Шарпівка,Сумська область,Нова Шарпівка,Новая Шарповка,Sumy Oblast,Sumy Region,Nova Sharpivka,Novaya Sharpovka,Новая Шарповка
Нова Слобода,Сумська область,Нова Слобода,Новая Слобода,Sumy Oblast,Sumy Region,Nova Sloboda,Novaya Sloboda,Новая Слобода
Нові Гончарі,Сумська область,Нові Гончарі,Новые Гончары,Sumy Oblast,Sumy Region,Novi Honchari,Novye Gonchary,Новые Гончары
Новослобідське,Сумська область,Новослобідське,Новослободское,Sumy Oblast,Sumy Region,Novoslobidske,Novoslobodskoe,Новослободское
Октябрське,Сумська область,Октябрське,Октябрьское,Sumy Oblast,Sumy Region,Oktiabrske,Oktyabrskoe,Октябрьское
Оріхівка,Сумська область,Оріхівка,Оріхівка,Sumy Oblast,Sumy Region,Orikhivka,Orіkhіvka,Ореховка
Партизанське,Сумська область,Партизанське,Партизанское,Sumy Oblast,Sumy Region,Partyzanske,Partizanskoe,Партизанское
